"Mouse_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","WL_max","origin","current_infection","immunization","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","PPIB","pc1","pc2","pc3","pc4","pc5","residuals_pc1_pc2"
"LM0235","E57","E88","E64","STRA_SCHUNT","E57bxDTU",19.51,19.58,99.6424923391216,0.95,8,"challenge",1,0,1,0,1,2,5000,"falciformis_ferrisi",TRUE,-5.84,53.5403908319353,NA,-3.0275,-5.5975,23.8706904773282,26.9021283600333,"mLN",45.74,6.52,17.115,8.645,9.585,51.87,1.09,40.6,13.995,9.2,55.97,8.755,28.69,5263.15789473684,2.12034089731856,"pos",93.46,0.28,NA,8,377500,97.7017364657814,"challenge","F1 M. m. domesticus","E_falciformis","E_ferrisi",2.29826353421861,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.4193625544832,-21.2370414826367,-14.872173201939,-17.0665993193337,-19.6961121626853,-21.046051021888,-13.3379196028036,-18.0549949626667,-13.3338368455926,-21.3532403338414,-14.1787438015616,-20.2691985490101,-17.9639350014759,-16.1523518288139,-23.2808833557822,-17.6137452204937,-15.0229424554453,-14.6812630119302,-17.9072878718211,-14.5980190990193,-15.3506108831566,-0.985945743145736,1.15361501858516,-1.14117345130885,0.411035589753065,-1.31066782335606,-5.29985231647073
"LM0236","E57","E88","E64","STRA_STRA","E57bxFRU",27.05,26.25,103.047619047619,2.33,8,"challenge",8,4,11,8,1,31,77500,"falciformis_ferrisi",TRUE,-6.02,121.105391312534,NA,-2.0425,-5.0925,24.3751229157779,29.393211548114,"mLN",46.33,6.465,21,14.54,7.02,67.36,1.615,65.055,8.84,8.375,45.895,12.91,46.265,33261.8025751073,0.939915392134487,"pos",93.535,0.61,NA,8,792500,88.952380952381,"challenge","F0 M. m. domesticus","E_falciformis","E_ferrisi",11.047619047619,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.4790093597248,-20.0789432482379,-15.7184559074737,-15.052563800191,-21.2522555929546,-17.2973972431237,-14.3616444546099,-17.5373298547114,-14.6225734819198,-27.4367089832657,-15.531658672229,-15.554429983728,-19.0470851184227,-16.3480621976088,-15.4011637305246,-18.7801547890556,-14.3784536481316,-16.2637493740818,-22.6963454060112,-15.3041620704651,-17.1010176260795,-1.04550674375587,1.59661140303946,-0.750716740666021,-0.0369055392179493,-1.13805477370298,4.08979717137513
"LM0238","E57","E88","E64","PWD_BUSNA","E57bxLYZ",20.41,21.39,95.4184198223469,1.38,8,"challenge",22,23,22,20,1,87,217500,"falciformis_ferrisi",TRUE,-4.42,61.4115394386923,NA,-4.3375,-6.3925,22.4657442876761,23.5008702072269,"mLN",43.325,8.915,13.09,6.825,7.71,79.02,1.185,55.835,26.505,18.26,38.45,4.59,27.8,157608.695652174,3.47981538698723,"pos",91.075,0.335,NA,8,437500,93.9223936418887,"challenge","F1 M. m. musculus","E_falciformis","E_ferrisi",6.0776063581113,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.9142424884812,-13.5223588542992,-13.8248917451724,-16.0094938278391,-19.2113628304457,-19.0642332848996,-11.9875815527061,-14.5942120296574,-14.7648866117976,-23.4111205474387,-16.5008031309927,-17.7974592543502,-16.0339901311773,-13.5973654708671,-12.0628503435417,-11.4371542333096,-16.9088638687039,-12.4415539802911,-13.4512411960169,-16.6318769826945,-12.274802506526,2.62867141758995,1.53123144415457,-1.30183127513079,-0.691429646763534,0.132311915579198,-2.72243907110365
"LM0239","E57","E88","UNI","SCHUNT_SCHUNT","E57bxJMR",18.47,19.41,95.1571354971664,2.87,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",TRUE,-6.76,25.060196364609,NA,-6.93916666666667,-5.6925,22.4339067794941,27.7184852892587,"mLN",68.01,3.63,14.11,14.35,1.73,14.31,0.925,33.075,13.9,3.785,8.985,1.69,13.755,0,5.68730891054033,"pos",96.36,0.385,NA,8,0,95.1571354971664,"challenge","F0 M. m. domesticus","E_falciformis","uninfected",4.84286450283361,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.1707458578883,-18.5936956925734,-21.4142474627136,-13.3489795214733,-22.8546934825057,-19.4258889545645,-17.3117041236496,-18.7945546132799,-13.2772400573304,-21.3019573929802,-16.9377897053203,-21.4093289039067,-18.2524662384917,-16.0816842409621,-14.4731800308254,-19.2547155684131,-11.6977278802451,-14.0880950500509,-21.1211461573047,-13.35783003523,-16.5393302839211,-2.13086831587853,2.15005029036748,-1.5137312440569,-0.141766691522755,0.710638936448998,-0.832992492531954
"LM0240","E57","E88","E64","SCHUNT_PWD","E57bxCIW",20.45,20.45,100,1.39,8,"challenge",0,0,0,1,1,1,2500,"falciformis_ferrisi",TRUE,-6.65,43.3808823861458,NA,-2.455,-5.66,21.8528046062565,24.0378078601409,"mLN",37.435,9.045,20.515,9.26,9.1,64.37,0.805,49.91,31.115,13.46,38.515,9.6,30.505,1798.56115107914,5.61738807203253,"pos",90.935,0.64,NA,8,317500,100,"challenge","F1 hybrid","E_falciformis","E_ferrisi",0,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5955496923717,-13.3782579740151,-19.2940036477112,-14.0045495226495,-19.2940036477112,-17.7642792117826,-12.2006085369815,-13.5899346921277,-12.0507006408373,-20.8292442011997,-13.0786941705643,-21.3528104954212,-16.0169602389353,-12.6728314032989,-12.4180556819404,-10.3701946924688,-12.8902199148491,-11.7607880078957,-13.4207101815466,-11.724244519862,-12.0541021229004,2.52490623191868,3.49132056949903,-1.05051018296628,-0.4309241898258,1.52512711092441,-6.04317115713549
"LM0247","E57","E88","UNI","STRA_SCHUNT","E57bxJMX",25.93,27.13,95.5768521931441,7.14,8,"challenge",0,1,0,0,1,1,2500,"falciformis_uninfected",TRUE,-4.68,15.7742979705957,NA,-3.9525,-6.0825,24.0887717770285,25.6638427414561,"mLN",53.25,6.895,7.85,9.015,2.505,19.19,0.945,28.815,18.08,3.455,8.71,1.95,13.49,350.140056022409,5.74965573181054,"pos",93.1,0.165,NA,8,12500,95.5768521931441,"challenge","F1 M. m. domesticus","E_falciformis","uninfected",4.42314780685589,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.9593157439662,-18.4869022352772,-16.6825811109388,-15.1283118124618,-19.8401678341717,-17.4222600704318,-15.119311249713,-18.0767738434917,-16.3171742472833,-21.0227624868366,-14.8764568927777,-15.5230874190367,-16.6116260834916,-17.3266161334866,-17.3117576670094,-18.5820828306946,-16.0247243463199,-12.980608999531,-16.2218601224738,-16.1449509271133,-12.6448370538035,0.199753082050161,0.628944986471995,0.191076109415694,0.318886953131373,-0.783048926005899,-4.46503826524518
"LM0249","E57","E88","E64","SCHUNT_STRA","E57bxPSV",24.4,26.1,93.4865900383142,2.71,8,"challenge",1,0,1,1,1,3,7500,"falciformis_ferrisi",TRUE,-5.96,25.5475919853859,NA,-4.1475,-6.6525,23.1306655340547,23.0224461404391,"mLN",47.34,6.465,16.775,13.315,4.84,54.635,0.97,35.275,19.235,4.93,44.24,4.355,23.725,2767.52767527675,1.62435853414336,"pos",93.51,0.73,NA,8,370000,91.0727969348659,"challenge","F1 M. m. domesticus","E_falciformis","E_ferrisi",8.92720306513409,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.530294825323,-18.5594627807761,-14.6435989232704,-15.1011192944692,-18.6170290328939,-17.9888110321588,-14.1224235683001,-16.2156093819607,-17.5746209202397,-19.3248634292434,-18.2362627525935,-17.9025798755266,-16.8403340452364,-16.2270796935603,-21.2183535962696,-19.2865435300538,-17.8192331189643,-14.3985731840694,-15.6453231868158,-17.8748734147341,-14.7009707059049,0.608118873984903,-1.09066505365238,-0.65384458793436,0.639495627096775,-1.05506410093946,-2.53093185012183
"LM0251","E57","E88","UNI","STRA_BUSNA","E57bxEOT",21.84,23.16,94.300518134715,1.32,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",TRUE,-4.73,1.71942881541789,NA,-4.365,-6.47,25.9331265061339,25.1332925791707,"mLN",61.525,5.65,12.71,9.66,1.875,29.575,0.535,21.155,17.08,4.755,15.41,1.81,11.825,0,10.7285610680602,"pos",94.33,0.38,NA,8,0,94.300518134715,"challenge","F1 hybrid","E_falciformis","uninfected",5.69948186528499,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.8449553319374,-16.4818366337374,-15.5230874190367,-16.3817842552764,-21.7353830116893,-16.5117057592507,-16.6154958715565,-20.1400933624115,-14.9574535817421,-25.0068358138062,-16.595552823846,-17.5510456535615,-16.8199006662103,-16.4500592635199,-16.9330392370506,-18.0780540935411,-14.7055753578255,-13.8994250446774,-18.8239827210636,-15.3041620704651,-14.4885501830074,-0.977877548406497,1.54789120149013,-0.430125292924148,-0.378851679661704,-1.12521234024831,-1.35788224756615
"LM0254","E57","E88","UNI","SCHUNT_PWD","E57bxBCD",21.04,22.32,94.2652329749104,3.97,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.48,23.1158022243411,NA,NA,NA,18.5722581273239,29.0635523889964,"mLN",51.475,6.69,12.11,7.535,1.455,21.435,0.55,22.92,28.36,5.64,6.335,1.65,16.1,0,6.3485357460407,"neg",93.29,0.27,NA,8,0,94.2652329749104,"challenge","F1 hybrid","E_falciformis","uninfected",5.7347670250896,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.0874341967783,-11.916309129881,-12.8981130661923,-13.6520660217872,-17.6221995665552,-18.6974517097298,-14.8963833406728,-18.1535766974354,-14.8811326834643,-19.5567532621188,-16.0677933668867,-17.5267061580596,-16.0017349176782,-11.0172953014414,-14.638482274792,-12.9804609085957,-14.80150827262,-12.2802614853288,-12.6777918722747,-14.3985731840694,-12.3692737532752,2.21773875747328,1.81249235880389,-0.443001218283238,0.855354348727193,0.414245546419571,-2.4808429653462
"LM0255","E57","E88","E64","BUSNA_BUSNA","E57bxMOR",16.99,18.26,93.0449069003286,1.41,8,"challenge",5,11,13,8,1,37,92500,"falciformis_ferrisi",TRUE,-2.73,87.5850373523195,NA,-3.245,-6.495,21.2811286224991,21.397227058451,"mLN",36.155,8.875,24.11,8.97,11.54,90.78,4.05,67.78,24.175,20.5,29.365,3.24,27.11,65602.8368794326,7.0619457854202,"pos",91.015,1.075,NA,8,317500,93.0449069003286,"challenge","F0 M. m. musculus","E_falciformis","E_ferrisi",6.9550930996714,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5130318459948,-13.3292705515086,-14.6981237436959,-13.9414417928886,-18.4246791775157,-18.8433350206367,-12.8110293684936,-16.0667458572779,-15.1740126532328,-18.8332357445148,-16.6400228843406,-19.6025072454381,-16.4956003026,-13.4957590093854,-19.0832371813978,-12.7274837566868,-15.9035627440456,-14.4816884542464,-14.0999630724161,-14.3518067588756,-13.9128550073584,2.11963202896312,0.844383770820736,-0.953875718989833,0.602643802132848,0.146530271743091,-2.55094960938802
"LM0256","E57","E88","UNI","STRA_STRA","E57bxJVZ",29.82,29.15,102.29845626072,2.16,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.9,14.6139889944201,NA,-2.1375,-4.0625,23.3470962128978,24.2259536296558,"mLN",54.575,5.11,13.005,9.13,1.835,22.3,1.075,30.89,11.41,4.455,12.675,2.58,22.56,0,3.4229556011352,"neg",94.87,0.48,NA,8,0,100,"challenge","F0 M. m. domesticus","E_falciformis","uninfected",0,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.8196775784493,-18.4551241807976,-14.2339106128034,-16.6407806389195,-19.6292324386462,-18.0167608903465,-16.069432231527,-20.3361589805838,-15.4707258835583,-24.1195543884031,-15.3011641637035,-16.2767511120098,-17.0755437999529,-26.784849393167,-18.1003495084569,-20.2361361715064,-16.2421478120046,-15.2148453915622,-19.5805551376584,-16.4338529211057,-15.2302157129534,-1.96697472918736,0.310996568046178,0.467685107238778,-0.112623244646105,-0.670813878667421,-8.29421997876776
"LM0257","E57","E88","E64","SCHUNT_SCHUNT","E57bxJQU",20.44,22.75,89.8461538461539,1.46,8,"challenge",4,1,1,1,1,7,17500,"falciformis_ferrisi",TRUE,-6.93,21.2530814946465,NA,-3.45,-5.385,24.6674068274524,24.4456365543995,"mLN",58.92,5.075,16.575,15.28,4.445,48.205,0.795,28.355,17.805,7.63,39.93,4.845,26.83,11986.301369863,6.97024477714995,"pos",94.905,0.42,NA,8,282500,89.8461538461539,"challenge","F0 M. m. domesticus","E_falciformis","E_ferrisi",10.1538461538461,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.9064727243877,-16.8559470001051,-12.9925550016424,-14.8807841157393,-19.2415153978801,-18.3565357499156,-12.0568375805035,-17.3107182959081,-15.837361343693,-22.8881253729674,-14.7605220298547,-17.8697776938421,-16.4352949666084,-15.3440802588937,-15.6861968793769,-12.5494515015859,-15.1882142197981,-13.2079493565847,-14.4712096561399,-14.9061297335416,-13.4643114407135,0.435443068715424,1.88103573039015,-0.725054146669847,0.791934248319486,-0.169215158866811,2.88274436527427
"LM0258","E57","E64","E64","BUSNA_PWD","E57bxHVW",18.28,19.74,92.6038500506586,1.22,8,"challenge",4,4,3,6,1,17,42500,"ferrisi_ferrisi",TRUE,-5.75,22.5199587596992,NA,-2.285,-5.855,23.2813351957934,27.2159014108478,"mLN",49.925,7.915,15.795,4.28,3.71,75.72,0.765,46.72,33.62,13.385,33.365,1.74,16.375,34836.0655737705,2.83376840524125,"pos",92.06,0.515,NA,8,605000,91.8946301925025,"challenge","F1 M. m. musculus","E_ferrisi","E_ferrisi",8.1053698074975,"Lab","E_ferrisi","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.423980873863,-16.1162139845151,-14.1151726778022,-13.5075858704012,-19.4455698446398,-17.4429902020406,-13.5565636412831,-16.2525374478494,-13.4441270986878,-20.4827820282941,-14.6575739437437,-16.0985538139504,-16.6892017900605,-14.339039318139,-15.063837576743,-12.8385474736942,-13.206035074233,-13.8711738819138,-14.0703778326231,-13.4084269545585,-13.8787441708635,1.6469683521494,2.38804401276281,-0.072337781032564,0.636412001039112,0.0258468543212027,0.956901560128461
"LM0260","E57","E64","E64","SCHUNT_SCHUNT","E57byGHV",27.06,29.02,93.2460372157133,3.14,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",FALSE,-11.9,11.2982790313474,NA,-3.91,-6.305,23.4050733876335,NA,"mLN",53.24,5.215,41.605,11.28,6.795,59.59,1.225,36.96,12.14,10.91,47.475,2.62,16.955,0,NA,"neg",94.73,0.6,NA,8,290000,89.5933838731909,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",10.4066161268091,"Lab","uninfected","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.051144070741,-15.8335773444923,-14.7963374779032,-17.0665993193337,-19.0653065282009,-17.8481861736888,-14.3441396228699,-16.6568746514208,-15.7794005594796,-21.1972216378502,-16.8016060231902,-16.6273684866398,-16.1139495340155,-17.3048389617867,-17.4445853022224,-14.3192234084605,-16.13577172205,-12.7669670010137,-14.6240678511365,-14.9255623059762,-12.8572507087257,1.1196982130436,0.538631821982269,-0.17201249453231,-0.303973559853585,-0.581814093678137,0.95503689194168
"LM0261","E57","E64","UNI","PWD_SCHUNT","E57bxKOP",18.69,20.09,93.0313588850174,1.36,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-5.9,22.7925981911959,NA,-6.3575,-9.9775,19.4631902903852,27.6769072182948,"mLN",49.35,9.015,8.26,4.37,1.535,22.665,0.58,19.23,26.665,4.74,7.56,1.76,14.625,0,0,"neg",90.95,0.25,NA,8,0,93.0313588850174,"challenge","F1 hybrid","E_ferrisi","uninfected",6.9686411149826,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0116133654211,-13.6875319262227,-10.9274443843777,-13.8497840804829,-18.5057873155763,-19.8504219487255,-13.7248147368784,-18.2704641004849,-13.6519767841187,-24.3846343944472,-16.227726833314,-18.4093676331312,-15.3759541179636,-11.3710893525327,-13.4652838916984,-8.91369956690099,-15.4402666835361,-11.1565283376071,-13.8113488704315,-15.3590966396307,-10.5907160599016,2.51301718819801,2.61471477180475,-1.71301633007837,0.38811361103076,-0.212501114368968,-0.279683612082861
"LM0262","E57","E64","E64","BUSNA_BUSNA","E57byABO",22.95,21.13,108.61334595362,1.42,8,"challenge",1,0,0,0,1,1,2500,"ferrisi_ferrisi",FALSE,-10.06,0.225145312864292,NA,-5.5025,-7.7025,18.0729061810452,17.2198372802111,"mLN",28.295,27.23,38.21,8.875,5.925,65.7,1.935,41.455,35.575,19.175,31.745,3.055,19.105,1760.56338028169,NA,"neg",72.66,0.46,NA,8,102500,98.9588263132986,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",1.0411736867014,"Lab","uninfected","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.4720583046626,-12.0038392827156,-12.0063125331319,-14.2431990160383,-15.986743747344,-19.1517219385507,-13.0573977345716,-14.0845322624008,-15.4402666835361,-19.2143601304073,-16.3841150087591,-23.0362976441988,-15.8281591707586,-11.5415195372452,-14.4731800308254,-11.7290832587276,-14.2126976419179,-10.9578836746483,-18.181560453518,-15.930158452111,-11.222639358128,2.90198749331898,1.41946002517868,-1.66076578568755,0.36712866899058,0.831149499355007,-8.04357958633582
