"Mouse_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","WL_max","origin","current_infection","immunization","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","PPIB","pc1","pc2","pc3","pc4","pc5","residuals_pc1_pc2"
"LM0390","E10","E88","UNI","PWD_PWD","E10aQYJ",13.02,16.32,79.7794117647059,NA,9,"primary",NA,NA,NA,NA,1,NA,NA,"falciformis_uninfected",TRUE,3.8533718498451,NA,NA,NA,NA,21.6501709977428,25.4147506378977,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,240000,79.7794117647059,"primary","F0 M. m. musculus","E_falciformis","uninfected",20.2205882352941,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.0953169657,-17.2429874442072,-12.9498152274729,-19.3166086166227,-17.0711387751776,-17.2260348226932,-14.6919987050388,-16.9535157130354,-18.4634507033285,-17.8330343262765,-19.0161659061032,-18.4846549936181,-15.2769124525583,-18.9320089142882,-17.1115695773511,-20.012274394942,-18.0678689966646,-20.9978957204842,-18.0214571373205,-17.8224942837984,-18.7713942015222,0.104447425671744,-2.2885740283537,0.562388438345983,-1.11499317266234,-0.56301978589514,7.34798682819774
"LM0391","E10","E88","UNI","PWD_PWD","E10aKZW",11.69,15.73,74.3165924984107,0.15,8,"primary",3,0,3,4,1,10,25000,"falciformis_uninfected",TRUE,5.3367351255376,NA,NA,NA,NA,21.294760609953,22.1946516048231,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,307500,74.3165924984107,"primary","F0 M. m. musculus","E_falciformis","uninfected",25.6834075015893,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.6167497621155,-14.072924761881,-11.6096809307468,-16.128555611047,-16.8944811638111,-16.8831781161163,-11.7585177719329,-13.6594028925444,-17.2984919095593,-18.7330060565683,-21.3056038840299,-20.8090285013552,-15.6308866313826,-15.5770411158806,-14.3057237386388,-19.0470851184227,-19.774043092084,-15.1051665595022,-11.7585177719329,-20.0676961758704,-14.7701546767957,3.0379585066272,-1.84711417063079,-1.28235133511089,-0.820495977282167,-0.0101983210947792,12.0218251220928
"LM0403","E11","E88","E88","PWD_PWD","E11aQRT",12.5,15.12,82.6719576719577,0.13,9,"primary",28,12,27,20,1,87,217500,"falciformis_falciformis",TRUE,3.51378635930233,NA,NA,NA,NA,22.4463994918254,25.5201457304779,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,602500,82.6719576719577,"primary","F0 M. m. musculus","E_falciformis","E_falciformis",17.3280423280423,"Lab","E_falciformis","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.2322286672454,-16.0682683840684,-23.4859283931936,-20.56383845935,-18.1062962184754,-18.6714841497268,-14.4041423439204,-18.1267414136848,-17.907228871356,-16.9147987306344,-17.669071057845,-17.3380772532745,-14.72877581472,-24.5657553004227,-16.5694873138734,-18.0302015183237,-16.9963386879487,-18.6734568329305,-17.0795173972434,-16.5763720484112,-17.275638807939,-0.569802144974391,-1.82327429012879,1.14966894689838,-2.29239647243806,0.82177172996911,5.41963665221726
"LM0405","E11","E88","E64","PWD_PWD","E11aHPY",12.1,14.67,82.4812542603954,0.49,8,"primary",7,8,7,11,1,33,82500,"falciformis_ferrisi",TRUE,3.51772137112757,NA,NA,NA,NA,19.8267114945199,22.3533108401639,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1330000,82.4812542603954,"primary","F0 M. m. musculus","E_falciformis","E_ferrisi",17.5187457396046,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.3599521355494,-14.6132519371756,-13.2116183977588,-16.1733344452002,-15.7103416415129,-17.7853867344206,-12.3155539741623,-11.8787993890596,-14.3985731840694,-16.2611497263178,-17.0043530561863,-16.9374150778151,-14.4803205345236,-16.6396573502736,-22.3422190072803,-13.2867864814321,-17.3300512598349,-14.827511843644,-12.6121196217364,-16.7605850255443,-14.2130463194062,3.1281130534021,-0.382484418392036,0.395330764155313,0.246877018392776,-0.248550337572994,5.83721376288574
"LM0409","E11","E88","UNI","PWD_PWD","E11aHOU",13.39,17.89,74.8462828395752,0.11,8,"primary",11,19,8,11,1,49,122500,"falciformis_uninfected",TRUE,2.47075301719116,NA,NA,NA,NA,20.8220179275518,21.343309447184,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1437500,74.8462828395752,"primary","F0 M. m. musculus","E_falciformis","uninfected",25.1537171604248,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.3239896464138,-15.4814399090924,-13.2566146275743,-16.5549676269157,-16.9799340259081,-23.9724840920323,-12.5283879663725,-14.1174255534405,-16.8124727413872,-19.9966745612205,-18.6007877785521,-18.7165127672351,-15.1354905660309,-16.9196886803284,-12.5851466760271,-14.8471508833299,-18.7118752118331,-15.5484967955886,-12.8989189089603,-18.0705349920867,-14.8312939436208,2.4500720624542,-0.956426988634428,-1.67196601363278,-1.11450130929469,0.466013566255719,13.0027225759683
"LM0414","E11","E88","E88","PWD_PWD","E11aKYZ",12.92,17.97,71.8976071229827,0.09,8,"primary",9,9,10,11,1,39,97500,"falciformis_falciformis",TRUE,4.63688608296797,NA,NA,NA,NA,19.9274781965741,21.2354545819477,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1002500,71.8976071229827,"primary","F0 M. m. musculus","E_falciformis","E_falciformis",28.1023928770173,"Lab","E_falciformis","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.8573248229963,-12.7844486041507,-10.3755022551508,-15.9541216508269,-15.6265887166287,-14.4315240585184,-11.1423828600391,-10.2563582801957,-14.7468932630805,-16.4822674150178,-16.7183948752647,-17.0773008327684,-14.3743058905077,-13.5973654708671,-12.2471878552356,-12.6777918722747,-17.7752630565595,-14.2011315115217,-12.5732133628731,-17.0154632128242,-13.5931220545844,4.65985624718495,0.215861998622419,0.563135283243281,-0.299923992663466,0.498363389486883,16.51697048504
"LM0416","E11","E88","UNI","PWD_PWD","E11aQRV",10.79,13.45,80.2230483271375,0.3,10,"primary",3,2,5,5,1,15,37500,"falciformis_uninfected",TRUE,NA,NA,NA,NA,NA,23.3205760395401,23.5228142547793,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,555000,80.2230483271375,"primary","F0 M. m. musculus","E_falciformis","uninfected",19.7769516728625,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.9342108671642,-14.3272162043291,-11.137798677494,-17.30209301342,-17.8598667537545,-13.6465122892394,-10.9795956159601,-17.456639128453,-10.6770660496982,-20.5281121892414,-13.21527138186,-21.6895371166999,-15.9358759566389,-18.3626754727031,-18.3985558586461,-15.9508386545115,-10.4829298573123,-16.8148958835899,-14.0096709823547,-10.7714634258361,-16.0622102579643,1.12355027730569,3.00589270726431,0.706014601288149,-0.52856083048211,-0.163140595024917,13.7314699990557
"LM0418","E11","E88","E88","SCHUNT_SCHUNT","E11aKPW",15.49,20.59,75.230694511899,0.34,8,"primary",NA,NA,NA,NA,NA,NA,NA,"falciformis_falciformis",TRUE,4.32519143906177,NA,NA,NA,NA,23.6525102693194,22.9164180768514,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,317500,75.230694511899,"primary","F0 M. m. domesticus","E_falciformis","E_falciformis",24.769305488101,"Lab","E_falciformis","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3797780256326,-15.6887652169291,-25.7396296677477,-20.2746351025621,-18.7558184531368,-14.1612523394371,-15.229240740436,-19.1452422150945,-13.5157324508336,-19.7947559652858,-13.4228636960182,-14.0712931551339,-13.4654925050748,-21.5077900885653,-14.7301815982092,-20.6026004714256,-12.4899970753273,-18.5777217877035,-16.8713062228335,-12.6368709231159,-18.0286153282812,-1.14871655657061,1.381255670756,2.98826622690155,-2.43546213116086,0.74629617574577,17.5632332346783
"LM0419","E11","E88","E88","SCHUNT_SCHUNT","E11aJLU",17.5,21.31,82.1210699202253,0.57,9,"primary",44,34,46,53,1,177,442500,"falciformis_falciformis",TRUE,0.944152571021863,NA,NA,NA,NA,21.4180908125675,24.7528625139818,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,587500,82.0272172688879,"primary","F0 M. m. domesticus","E_falciformis","E_falciformis",17.9727827311121,"Lab","E_falciformis","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.6907307173052,-21.2954782109526,-14.8382628615479,-17.839511094875,-17.3920398616215,-21.5037433690158,-16.048648856438,-17.1533969573359,-21.5095847207133,-18.6403731922864,-21.1605256706685,-20.0201740847372,-15.6941796515123,-12.9534806877708,-18.7197509108499,-20.1914513682356,-21.3220375546873,-19.7600227866443,-17.8938658969303,-20.357634737454,-17.1372108697739,0.063180481713809,-3.79094791763167,-1.56596705123333,-0.537275978352927,-1.21836137716233,3.04468584900321
"LM0427","E11","E88","UNI","PWD_PWD","E11aFGU",11.59,15.23,76.0998030203546,0.25,10,"primary",2,3,2,6,1,13,32500,"falciformis_uninfected",FALSE,NA,NA,NA,NA,NA,24.9936762208817,25.036050652666,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,452500,76.0998030203546,"primary","F0 M. m. musculus","E_falciformis","uninfected",23.9001969796454,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.194098924472,-15.5551602223381,-13.2967928244033,-19.1471095705574,-21.1989885011707,-15.2984055856329,-14.5546619216175,-19.3060718811978,-12.9630427581133,-21.768512830801,-14.9402934746127,-18.0682808017759,-15.0743329716708,-23.4228372179847,-15.4548164170507,-19.8424077189717,-12.1890582469624,-19.6272773337724,-19.0239079382109,-11.724244519862,-19.1762393055035,-1.62884241802484,1.74871317107696,1.37380823372088,-1.64430209636432,-0.483487511226262,17.4306128631201
"LM0227","E57","E88","E64","BUSNA_STRA","E57bxMNW",23.81,23.86,99.7904442581727,2.73,8,"challenge",3,5,8,1,1,17,42500,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0540301010045,NA,"mLN",44.9,6.385,16.205,13.52,6.78,71.2,0.89,46.875,14.39,11.5,49.52,4.915,21.74,15567.7655677656,7.02526117343341,"pos",93.605,0.415,NA,8,245000,95.8927074601844,"challenge","F1 hybrid","E_falciformis","E_ferrisi",4.1072925398156,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.1282698392348,-15.8144108399073,-14.7505160735451,-21.622532992836,-18.4025367383248,-16.4895856287698,-12.6777918722747,-16.6947543689395,-19.0725158554276,-19.3486423690659,-20.0942591402865,-19.6701198475542,-16.799603359189,-15.6062629619701,-21.7707851296811,-18.3263702931715,-19.3617236855905,-16.1049469891909,-16.3877291526097,-16.8084065096088,-15.0721099075777,0.766611376924306,-2.37759980786432,-0.416140747193387,-1.2970835553866,-1.57843082243989,-9.20400893870251
"LM0228","E57","E88","E64","STRA_BUSNA","E57bxBGY",23.5,21.23,110.692416391898,1.13,8,"challenge",13,6,11,6,1,36,90000,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,NA,27.3172963737582,"mLN",46.145,7.005,21.365,11.565,10.92,75.115,1.075,42.39,13.84,13.205,59.09,9.085,27.535,79646.0176991151,4.99875306588759,"pos",92.97,0.385,NA,8,875000,100,"challenge","F1 hybrid","E_falciformis","E_ferrisi",0,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.1117326771643,-17.2611517993083,-19.3226934141075,-17.30209301342,-22.3985985904053,-19.9904943607245,-13.5012881257145,-15.4881001461713,-16.6657480770833,-22.543893999531,-18.1625219211616,-20.9266520767514,-17.3125216393377,-14.9906550982991,-19.2278226387677,-13.7807547100003,-15.144326944787,-14.5051189789608,-18.6050281516374,-14.7907983526038,-14.9299983858619,-0.120848482512774,0.480074221621835,-2.0039152421289,-0.996620581376582,-0.671706353560325,-8.94094683183067
"LM0229","E57","E88","UNI","SCHUNT_SCHUNT","E57bxEMW",19.01,19.06,99.7376705141658,2.36,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-7.12,11.9382981889895,NA,-3.1225,-4.6475,27.7955876695484,22.7615767953648,"mLN",56.22,7.15,12.455,9.505,2.965,19.84,1.63,30.055,10.02,10.915,11.535,3.045,41.36,0,1.65664455658793,"neg",92.845,0.575,NA,8,0,96.4323189926548,"challenge","F0 M. m. domesticus","E_falciformis","uninfected",3.5676810073452,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0152426179744,-21.0387143416188,-18.4145060836196,-18.3428757821657,-20.1275920890783,-17.5711643177072,-16.3516264069519,-18.193934073724,-12.4899970753273,-22.796865484808,-14.5364571718535,-20.0509073287497,-18.8984881831718,-16.5794466040853,-20.3586884997147,-15.2978267655327,-13.3338368455926,-15.4320110034063,-19.0859775213962,-15.1687273660638,-15.7267575518241,-1.81171502462156,1.84659759044303,-0.406007454022089,-0.176674612271933,-0.508023708075862,-2.67950198673788
"LM0231","E57","E88","E64","PWD_SCHUNT","E57bxCEK",20.43,20.69,98.7433542774287,2.81,8,"challenge",13,15,16,16,1,60,150000,"falciformis_ferrisi",TRUE,-5.16,37.5056012557841,NA,-4.3125,-6.8575,24.9166729862101,23.5927714855823,"mLN",40.59,6.45,23.76,12.78,9.25,81.21,1.705,78.305,25.305,11.105,55.935,9.085,38.165,53380.7829181495,0.887669072138454,"pos",93.505,0.85,NA,8,1257500,98.7433542774287,"challenge","F1 hybrid","E_falciformis","E_ferrisi",1.25664572257131,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.4656292740361,-14.7438224043487,-18.075224740932,-14.3872375895796,-18.7100159737128,-24.7708364941442,-13.1204822115145,-15.898899589616,-16.8683044915079,-23.9153732161372,-13.59565430894,-20.6278296103049,-16.2732551504545,-15.8524871253258,-15.3033283303829,-11.2847786355951,-16.0645874139682,-12.8852538357104,-13.9341976499746,-14.6937344056608,-13.1078488065563,1.40371170513805,1.49981044380002,-2.24322978894432,-0.196819598110889,0.822633307879142,-7.00271670699563
"LM0232","E57","E88","UNI","BUSNA_STRA","E57bxCUY",26.98,26.37,102.313234736443,2.15,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",TRUE,-6.22,21.8877741271661,NA,-3.01,-5.435,21.283178829474,27.6643462053201,"mLN",52.245,8.695,13.465,14.4,2.545,27.85,1.06,27.445,17.55,9.815,12.83,2.005,19.39,0,1.77673412685823,"pos",91.305,0.25,NA,8,0,100,"challenge","F1 hybrid","E_falciformis","uninfected",0,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1018302030194,-19.6461026649124,-17.2078660606818,-15.5287316016143,-20.8847853700259,-22.2287763097057,-16.5477906532154,-19.8008259763715,-14.9979409448568,-19.7347865911512,-18.3502675511261,-20.8536579498813,-17.1789775100442,-16.7533578218753,-20.9103406549301,-14.8220187613206,-15.8777240129695,-14.1069369775364,-21.2290121289215,-16.1449509271133,-14.874569342347,-1.3135422993107,0.170463333467495,-1.84828950531461,0.243797587484223,-0.631130471885334,-8.79990200068775
"LM0233","E57","E88","UNI","STRA_STRA","E57bxSTU",29.96,29.77,100.638226402419,1.75,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",TRUE,-5.97,81.662990584743,NA,NA,-6.1225,24.6130038932218,28.888649522421,"mLN",46.895,6.89,13.355,7.035,2.9,25.52,0.695,32.195,7.49,5.395,21.31,2.795,19.23,0,4.86923097297706,"neg",93.11,0.27,NA,8,0,99.9328182734296,"challenge","F0 M. m. domesticus","E_falciformis","uninfected",0.0671817265703964,"Lab","E_falciformis","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.4633281882329,-20.1315569657757,-16.4394817885936,-16.6619092961674,-21.4032924908255,-18.4593703305226,-16.4512024108418,-19.9938543915026,-14.909914573721,-20.9082870586577,-15.6922833335761,-19.0319935394518,-18.8757446684172,-18.7131072370935,-22.6306945217098,-20.9845395075856,-14.7468932630805,-15.3130606863989,-21.6319118740405,-15.1246548059873,-15.549006434395,-2.46199871899246,0.511128106894948,-0.34652701260646,0.458437534642519,-1.28218874459198,-7.71456744215557
"LM0234","E57","E88","E64","STRA_STRA","E57bxBLW",32.64,32.76,99.6336996336996,1.63,8,"challenge",4,10,7,6,1,27,67500,"falciformis_ferrisi",TRUE,-7.89,112.055644071278,NA,-1.0425,-4.8275,22.2915427746276,NA,"mLN",49.47,6.065,24.795,13.95,6.87,76.515,1.11,65.735,9.065,8.9,55.69,8.455,34.31,41411.0429447853,5.98219397547729,"pos",93.935,0.295,NA,8,1057500,97.8937728937729,"challenge","F0 M. m. domesticus","E_falciformis","E_ferrisi",2.1062271062271,"Lab","E_ferrisi","heterologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.8848111595407,-14.6922407647301,-18.1037110514813,-14.6731085359201,-20.4742606260793,-18.3978080273592,-13.6467076014107,-17.2384054057787,-13.8047173602257,-20.7793747681908,-16.6933844493145,-19.3724982998327,-17.4426211951249,-15.5289866098633,-15.7110427777742,-18.9238963263549,-14.909914573721,-14.6043546198411,-15.4410194639127,-15.3041620704651,-15.7863273107442,0.287445478685615,1.30489832905397,-0.842711828501664,-0.28534445093491,0.411190156926328,-5.89010350824711
