"Mouse_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","PPIB","IL.17A","GAPDH","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IL.10","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
"AA0454",NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84504085678222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","100","80","mm","mm","mm","dm","dd","mm",12,0.826086957,"17/09/17",0.02,0,NA,NA,0,0,"Friedländer Ausbau, 15848 Friedland, Germany","young",0,0,NA,0,0,"Alice","March2018",35,20,31,46,33,35,23,24,30.875,0.1,11875000,8,"mus",8.99,67.68,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,62.82,"16-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6.4270601564887,8.94082442381942,5.18604096620136,5.18249250101273,1.4964767613928,8.22004585593352,5.32029217021174,10.7979415807177,8.61818305133537,6.35414829589342,8.09740283694465,6.34069402295413,6.77174906382673,12.2743827226613,8.82425422860593,3.41938625201155,6.73652995333355,6.4194451926021,4.44244292249921,6.97748240932778
"AA0455",NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0518082413299,NA,6.1972782839545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","70/100","80/100","mm","mm","mm","dm","dm","dm",12,0.826086957,"17/09/17",0.03,0,NA,NA,0,0,"Friedländer Ausbau, 15848 Friedland, Germany","adult",0,0,NA,0,0,"Alice","June2018",11,9,12,12,6,7,9,11,9.625,0.1,1782407.40740741,8,"mus",13.35,71.54,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,65.65,"16-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4.9459424478781,4.50958072670502,0.516711045189513,3.97121839046948,3.8422551423193,3.41287304843282,4.45990582058462,8.53879835969705,10.2598192182956,4.46221366280683,6.11041396134297,8.7525247360459,-2.89864943156564,1.0762817716366,6.53726715764266,8.46700149097736,8.59998146061108,-0.812201429686247,4.32740937182806
"AA0456",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7650866992527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.6506,53.2108,2017,"m",NA,"m","m","m",NA,"m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"17/09/17",0.01,0,NA,NA,0,0,"Pappelwerder 1 Papp1","adult",NA,NA,NA,0,0,"Alice","June2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.65,63.38,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,64.29,"16-09-17",NA,NA,NA,0,0,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,10.7714960524873,7.61944309308269,0.364298747630453,11.6320442492582,13.0637092766373,3.79718975697191,5.84898939759449,10.5544372108695,7.71556012246577,14.1827728895792,9.72139411201597,9.27771226265516,2.46059454144126,7.28822536991558,7.48146731125042,6.60102757288407,8.58549123092588,4.6615344773681,4.81022256026465
"AA0457",NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8773948241146,NA,14.3207287988435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.2697,52.0439,2017,"d",NA,"mm","mm","dd",NA,"mm","mm","100","95","100/125","120","90/100","100","mm","mm","dm","mm","dm","dd",12,0.695652174,"17/09/17",0.03,0,NA,NA,0,0,"Schadow 5 dorfstrasse","young",0,0,NA,0,0,"Alice","June2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",9.57,64.3,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,57.78,"16-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,10.8030943870999,8.98839085380532,10.3398116678157,5.80320137061268,8.01931098538975,9.09529097325304,9.82395539682862,9.91594034594079,3.00274669667088,8.44546484453113,7.52709349425557,9.98568763985503,17.6995708077897,9.78120408960641,11.6158003276204,9.42467458600053,7.69938452727758,13.378241608068,10.959879539508
"AA0458",NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16999168440091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.2697,52.0439,2017,"d",NA,"dd","mm","mm",NA,"mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",12,0.826086957,"17/09/17",0.03,0,NA,NA,0,0,"Schadow 5 dorfstrasse","adult",0,0,NA,0,0,"Alice","June2018",1,0,0,0,0,0,0,0,0.125,0.1,21551.724137931,8,"mus",15.58,75.52,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,70.29,"16-09-17",NA,NA,NA,1376,32.28,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,6.25546145148339,8.80844219834071,5.18604096620136,2.48643310162472,-0.00889785278540955,8.05578355741071,4.35383076473013,8.02744997681333,8.06431749360496,6.06878823140618,7.75069014328694,6.47122805612107,6.41606724718374,6.77236662274627,3.24309555325494,3.39702295721664,6.31870161821014,6.05115444350569,5.1142316055477,6.42982921694737
"AA0460",NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80764710639467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.6686,52.4936,2017,"d",NA,NA,"dd","dd",NA,"dd",NA,"100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",8,0.25,"17/09/17",0.01,0,NA,NA,0,0,"Pappelweg 5 Münchehofe","young",0,0,NA,0,0,"Lorenzo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,"DyM",5.32,52.82,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,59.54,"16-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,7.49757587146167,10.3279788601269,8.81674165601178,9.44639022216175,1.01959153046697,5.32029217021174,5.92436762650079,0.838754825853416,6.27969365562545,5.4173709453372,3.84244471006924,1.29545861529133,2.20780264375373,12.0909161730628,12.7575940356137,7.49842538239378,5.40051997622215,5.32258338475167,6.35619557810433
"AA0465",NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60066859281925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.3047,52.9936,2017,NA,"m",NA,NA,NA,NA,NA,NA,"94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",6,0.083333333,"18/09/17",0.0376,1,NA,NA,0,0,"Mildenberger Str. 1, 16792 Zehdenick, Germany","adult",NA,NA,TRUE,0,0,"Alice","March2018",1,0,1,2,0,0,1,2,0.875,0.1,230263.157894737,8,"DyM",16.78,80.95,TRUE,0.0234,TRUE,NA,NA,NA,0.2007,0.0715,0.0727,84.11,"17-09-17",NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,NA,NA,NA,NA,5.59202736578533,7.05535189016075,2.03859979491808,5.78103875471406,0.0515684559331326,6.90416778375635,3.80604833048717,6.06616259152257,7.2836744507299,5.76787773607412,6.59099745104348,6.07620625673566,6.14055019469871,11.1926816814001,1.58877436526589,5.41621380962118,6.17460189160058,5.64225019924973,3.43378631801954,2.66723270621891
"AA0466",NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98470345991639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.3047,52.9936,2017,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,0,"18/09/17",0.0808,2,NA,NA,0,0,"Mildenberger Str. 1, 16792 Zehdenick, Germany","adult",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",13.1,74.57,FALSE,NA,FALSE,NA,0.0022,0.0014,NA,NA,NA,84.07,"17-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1.39740545590077,4.51506687362749,5.77025965638478,3.59456065005091,-0.113418149092329,5.99244839366489,6.93852744614571,4.29254252038001,6.18663860064124,5.89597578700166,4.03807668440302,5.14329456676156,4.63061874671725,10.8503185197976,3.12826437989856,5.79854888310142,4.98219768302742,5.39324155340517,5.08503050097938,7.35654212904015
"AA0468",NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20216230643979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.6703,52.4936,2017,"d",NA,NA,NA,NA,NA,NA,NA,"94/100","95/100","100","100","90/100",NA,"dm","dm","dd","dd","dm",NA,6,0.272727273,"18/09/17",0.0022,0,NA,NA,0,0,"pappelweg","young",0,0,NA,0,0,"Alice","June2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",3.65,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"17-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.53914743314217,9.13202921720549,5.76854932603277,5.18531674028381,6.08411364506717,7.13317275092119,5.51084197405471,3.87371361859961,7.66108554422824,5.90590038479557,5.23047689732342,6.31784177771776,5.63900758696795,11.7773015031644,9.66356870274648,4.9964844317448,7.67059175079392,5.82210117060537,9.52131147079898,7.15527287679835
"AA0506",NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0766559971259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",12.59032,53.567821,2017,"d","","mm","mm","mm","","","","100","95","125","100","90","80","mm","mm","mm","dd","mm","mm",10,0.842105263157895,"06/10/17",98,0,NA,NA,4,0,"Grabow h?fe Kapstrasse","pregnant",4,2,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",24.152,91,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,72,"5-10-17",NA,NA,NA,0,0,NA,NA,NA,0,120,0,0,NA,NA,NA,NA,NA,7.6764520219978,10.3279788601269,8.00726351998257,6.25880709331968,3.1713205226579,5.92099169979162,8.56429483103692,6.88120160085055,6.27133309157607,5.52316656288093,8.73155898468477,4.05963683814386,10.7925387296035,8.03043664156426,7.24580193524437,7.15587350450423,5.02338619790968,12.9917862060338,10.6938561047619
"AA0511",NA,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7641076354973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",12.4464,53.51885,2017,"d","m","m","m","m","","m","m","100","95","125","100","90","100","mm","mm","mm","dd","mm","dd",13,0.736842105263158,"06/10/17",38,0,NA,NA,0,0,"im bauerndorf 12 17214 Sliz","adult",NA,NA,NA,0,0,"Alice","June2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",18.058,91,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,72,"5-10-17",NA,NA,NA,0,0,NA,NA,NA,0,6,0,0,NA,NA,NA,NA,NA,8.9254096950185,12.8572860269368,16.3841957949011,15.3332591710784,4.27176897061055,11.3186521527865,14.5840700939104,9.22811653866373,5.92555331755847,7.01223689885873,4.66261595562887,7.42534552789913,7.74377982859816,12.2439243491527,15.3532708680386,6.74996841584963,5.59223423258438,13.5036584575533,15.2458721213923
"AA0512",NA,NA,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99553199717013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",12.4464,53.51885,2017,"d","","mm","mm","mm","","mm","mm","100","100","125","100","90","100","mm","dd","mm","dd","mm","dd",12,0.695652173913043,"06/10/17",42,0,NA,NA,0,0,"im bauerndorf 12 17214 Sliz","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.791,84,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,72,"5-10-17",NA,NA,NA,0,0,NA,NA,NA,0,41,0,0,NA,NA,NA,NA,NA,5.94519334802103,9.57022291955725,6.74777018134624,5.96026311347101,3.92404308756473,6.38764751414639,2.84396492094715,6.07249009340327,5.8277305127359,1.09237137871686,5.1771989264873,4.49022424311809,3.95998380806879,9.06668854560722,11.6158003276204,7.76385493470181,5.91178502750921,9.17360852996872,6.23641054085239
"AA0524",NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-5.29,NA,NA,NA,NA,NA,NA,NA,12.7469393918871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.9619,52.9147,2018,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80/100","mm","mm","mm","mm","dm","dm",13,0.8,"12/09/18",0.09,0,NA,NA,0,0,"Brodowiner Dorfstr. 88, 16230","adult",NA,NA,TRUE,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"mus",23.61,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"11/09/18","E_ferrisi",NA,NA,0,0,492.4,NA,NA,10,1,0,0,NA,25.1663749622532,FALSE,"Fec:FALSE Tissue:TRUE",NA,3.23257235225988,12.0512115214623,11.9084324558237,7.52897092122928,3.64692217283986,6.26848197893335,10.8261082730279,4.30454088834885,6.87836346062437,-2.22901769176057,4.02349926262337,0.237470838801459,8.77700269303136,12.8778520962095,13.3585206991924,4.00663096380543,5.65752513353598,9.69625006737579,9.65620369166433
"AA0525",NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-1.53,NA,NA,NA,NA,NA,NA,NA,4.36671027236128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9619,52.9147,2018,"d","m","m","m",NA,"d","m","m","94","95","125","100/120","100","80/100","dd","mm","mm","dm","dd","dm",13,0.5789473684,"12/09/18",0.07,0,NA,NA,0,0,"Brodowiner Dorfstr. 88, 16230","adult",NA,NA,TRUE,NA,0,NA,NA,0,0,1,0,NA,NA,NA,NA,0.25,2,31250,4,"mus",15.39,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"11/09/18","E_ferrisi",NA,NA,0,0,279.2,NA,NA,29,13,0,0,NA,21.0782407826769,FALSE,"Fec:FALSE Tissue:TRUE",NA,4.20359325612398,4.7890699788419,6.21380806655059,11.6811168425327,3.40402670392558,5.62125519752394,6.9036075987234,2.56200907895943,6.06176192012947,6.45459737156461,6.31300386733979,7.041528273943,2.84443868875494,4.14380792843217,5.81176115205291,7.54458186549806,5.68163686217626,6.36336349398847,4.84359666795524
"AA0526",NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-8.55,NA,NA,NA,NA,NA,14.2855267722202,NA,4.1827505814696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9625,52.915,2018,"d","m","m","m",NA,"d","m","m","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm",13,0.7894736842,"13/09/18",0.0326,0,NA,NA,0,0,"Brodowiner Dorfstr. 1, 16230","adult",NA,NA,TRUE,NA,10,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"mus",17.16,82,NA,0.0206,NA,NA,NA,NA,NA,0.0734,0.0752,75,"11/09/18","uninfected",NA,NA,0,0,294.2,NA,NA,8,0,0,0,NA,32.2630557708503,FALSE,"Fec:FALSE Tissue:FALSE",1.94224994762158,2.4198636991138,4.43584517912622,5.40386270001681,2.54285020631048,1.047069363372,6.51089312560882,6.45370770038282,3.29345896890215,6.4463174286437,6.14897362889393,6.4474482797341,6.59029775977963,11.1388523961865,5.02203712133259,2.47574241459113,7.55055196428101,6.46939382369498,6.98075542778059,4.87015688935926
"AA0527",NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-7.02,NA,NA,NA,NA,NA,16.5202882906813,NA,7.36554285832668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9933,52.9094,2018,"m","m","m","m","m","d","m","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm",14,0.8,"13/09/18",0.0179,0,NA,NA,0,0,"Pelitz 3, 16230","adult",NA,NA,TRUE,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"mus",11.82,73,NA,0.0141,NA,NA,NA,NA,NA,0.0441,0.0438,73,"11/09/18","uninfected",NA,NA,0,0,79.4,NA,NA,16,0,0,0,NA,22.4515499417248,FALSE,"Fec:FALSE Tissue:FALSE",NA,7.85836623168728,7.5767256071043,8.75268434791739,1.84814969503176,6.73110872411408,7.9776716099789,5.2506206927189,6.89566429193003,5.81595512667946,8.16361688378511,5.95990171307915,6.19612312016394,10.3634745198718,6.03363819285267,7.48716979475621,6.75343981537231,5.94567831226756,6.81352696016607,7.12178040175614
"AA0528",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-10.36,NA,NA,NA,NA,NA,16.5468994280626,NA,4.02559198720448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.2567,53.0322,2018,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"13/09/18",0.0342,0,NA,NA,0,0,"Ribbecker Dorfstr. 8, 14641","adult",NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"DyM",15.26,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,"12/09/18","uninfected",NA,NA,0,0,239.9,NA,NA,0,0,0,0,NA,NA,NA,NA,3.88567964627216,-2.40809063478422,6.668173146396,5.6441166765227,0.958103320089561,6.46102152322438,5.4560395184967,4.8014407407818,5.36422500933413,5.24715326376436,6.64319775777211,6.01914317441559,6.37239059279559,11.3414093096135,2.71852018278797,3.00872879028561,5.72220965274601,5.82376891886676,5.04416208524237,5.15560739277024
"AA0529",NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-10.38,NA,NA,NA,NA,NA,15.011679027407,NA,3.54755122475569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.2567,53.0322,2018,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"13/09/18",0.0173,0,NA,NA,0,0,"Ribbecker Dorfstr. 8, 14641","adult",NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"DyM",13.11,75,NA,0.0133,NA,NA,NA,NA,NA,0.0491,0.0533,81.2,"12/09/18","uninfected",NA,NA,0,0,260.2,NA,NA,0,0,0,0,NA,29.5583018467262,FALSE,"Fec:FALSE Tissue:FALSE",4.06931796171857,-4.45643986367471,2.76231239349691,5.186437406191,0.867385273432372,0.223763426347791,4.49639007887421,3.60409890675791,0.126601278531236,5.79591411786421,3.91378191482542,6.08266999667399,6.50289314784419,11.4330991115113,1.82460469484898,0.292237285231721,6.53527892665108,5.72253396941857,5.53551241653228,4.95572319212915
"AA0530",NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1.29,NA,NA,NA,NA,NA,NA,NA,3.35055512390712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.175,53.0219,2018,"d","d","d","d","d","d","d","d","100","95","100","120","100","80","mm","mm","dd","mm","dd","mm",14,0.4,"13/09/18",0.0082,0,NA,NA,0,0,"Wedefelder weg 13, 16775","adult",NA,NA,NA,NA,0,NA,NA,1,3,0,0,NA,NA,NA,NA,1,2,95238.1,4,"dom",11.52,71.5,NA,0.0186,NA,NA,NA,NA,NA,0.0663,0.0689,79,"12/09/18","E_ferrisi",NA,NA,0,0,121,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,12.1153990257904,11.2236988335956,9.81095680322444,12.1751605417184,7.35463606776397,7.35056133410539,16.9495590452819,13.2089394012874,8.77341261259678,4.53450224373215,6.7979480202836,5.12544240139314,10.1687182499369,12.0068055470861,14.3368216500147,12.2638368170567,6.76807233989081,13.5601694609339,12.5161337962622
"AA0531",NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.940000000000001,NA,NA,NA,NA,NA,NA,NA,6.30231126946228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.175,53.0219,2018,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"13/09/18",0.0701,0,NA,NA,0,0,"Wedefelder weg 13, 16775","pregnant",2,3,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,0,4,"dom",20.52,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"12/09/18","E_ferrisi",NA,NA,0,0,288.4,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,11.2393997500469,6.0605162270011,2.15948891988229,11.6424118785737,8.99236955448378,2.53918542179546,4.4472950759822,9.33156071976813,6.11440921774505,6.33354657444551,5.56998867278035,6.93149001986734,-0.658688970808871,5.60581970496817,6.34227394071516,6.0270639251718,7.02070976244516,2.21826554833297,0.55642781933954
