"Mouse_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","PPIB.x","IL.17A","GAPDH.x","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","WL_max","origin","current_infection","immunization","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH.y","PPIB.y"
"AA0302",NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1822064669599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.676085,52.497666,2017,"d","m","d","d","m","m","m","m","94/100",NA,"100/125","100","100","100","dm",NA,"dm","dd","dd","dd",13,0.388888889,"14/09/17",0.0205,0,NA,NA,0,0,"Reitsport Münchehofe Minderhofer strasse","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",17.9,84.25,FALSE,0.0262,FALSE,NA,NA,NA,0.2137,0.0789,82,96.58,"13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-17.2979951503264,-19.2052221644513,-27.2449780788175,-18.7610821743905,-9.0467719471092,-20.6199143270334,-21.273764137883,-10.2750280968774,-9.28162011016265,-14.5599244007626,-7.98809278748854,-7.80819422231595,-8.26764053688454,-22.4203727047553,-25.6849987017099,-8.40157000592673,-10.3581151362812,-18.9328335650292,-18.6852490569036,-4.1822064669599,-16.5468994280626
"AA0303",NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95919296866409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",14,0.2,"14/09/17",0.0528,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",0,2,1,1,0,0,1,4,1.125,0.1,2812500,8,"DyM",18.92,83.28,FALSE,0.0194,FALSE,NA,NA,NA,232,0.0506,0.0538,91.96,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,137,0,0,NA,NA,NA,NA,-26.1521484876108,-22.2746376400771,-25.6451629159517,-20.7487275046596,-22.3492303388357,-22.4014871753083,-20.7840002636143,-22.0522963170531,-11.4606778982809,-25.4316559213672,-10.3054525301342,-11.5850676058087,-12.3063605688618,-24.9968999334781,-25.5368469026504,-16.349261564103,-12.1818736058441,-24.3818147652765,-24.9901003581498,-5.95919296866409,-17.1136383083648
"AA0306",NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58072677606572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8675,52.2428,2017,NA,"m","m","d","d","d","d","m","94","100","125","100","100","100","dd","dd","mm","dd","dd","dd",13,0.263157895,"14/09/17",0.0274,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",12.79,73.74,FALSE,0.0042,FALSE,NA,NA,NA,NA,0.0322,0.0334,82.9,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,17,0,0,NA,NA,NA,NA,-21.4894989704488,-21.0713044581276,-26.4634693181101,-22.0649717762522,-9.73166223963661,-21.4193924321382,-21.9116931139209,-12.3639026997007,-8.10282214151981,-14.1314359335984,-7.03822191666332,-6.90581329275379,-7.63434241787164,-25.6510709153741,-22.6947963650105,-8.31097953142167,-8.8589600550657,-25.564114678467,-22.6138919332571,-3.58072677606572,-18.5310618997274
"AA0309",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78260032295936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",13.8675,52.2428,2017,"d",NA,"mm","dm","dd","dd","dd","dd","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd",13,0.24,"14/09/17",0.0544,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",0,0,NA,0,0,"Alice","March2018",1,0,0,1,1,2,0,3,1,0.1,1666666.66666667,8,"DyM",15.87,83.14,FALSE,NA,FALSE,NA,4,0.0049,NA,NA,NA,89.49,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,56,0,0,NA,NA,NA,NA,-16.7524812085144,-20.8407421806726,-22.7090097875118,-18.1723507412013,-8.46631322924201,-20.6496420315795,-16.2096262654848,-9.39668439034355,-8.84181279068003,-13.9279929258362,-7.3951492229168,-7.4074751646978,-7.85040048450973,-25.8175638996009,-22.5232542785609,-8.43597771318833,-10.0188213178935,-19.1058655730582,-20.4415739169921,-3.78260032295936,-14.8804546603503
"AA0311",NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99303147729129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.88,"14/09/17",0.03,0,NA,NA,0,0,"Alt Gaul 26b 16269 Wriezen florian köhler","adult",0,0,TRUE,0,5,"Alice","March2018",4,3,2,3,4,3,2,3,3,0.1,1034482.75862069,8,"mus",14.12,77.78,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,73.49,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,135,0,0,NA,NA,NA,NA,-3.84097665990173,-28.2008294547146,-22.8011995608331,-21.8930283680174,-19.0274056651546,-27.0828518048037,-24.1284466452529,-12.4458617676015,-14.2789770776221,-27.1814656584461,-17.5656728414892,-18.0088087394823,-21.7504880700061,-24.8250077475955,-23.7478112268243,-16.8270823066427,-14.9507920002095,-22.2470462262799,-28.1737203762817,-8.99303147729129,-18.5310618997274
"AA0312",NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3169982613543,NA,9.56800177545237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.96,"14/09/17",0.07,1,NA,NA,0,0,"Alt Gaul 26b 16269 Wriezen florian köhler","adult",0,0,TRUE,0,0,"Alice","March2018",7,5,6,7,7,4,9,7,6.5,1,144444.444444444,8,"mus",19.84,78.14,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,68.08,"13-09-17",NA,NA,NA,69,36.68,NA,NA,NA,0,260,0,0,NA,NA,NA,NA,-23.9604382882234,-23.8730563431361,-26.1175341729678,-20.7487275046596,-21.8932583240697,-25.7702519020857,-24.3612929144279,-21.0349860283326,-14.8911917314403,-26.6797167200264,-15.3408839716946,-17.6273095812609,-16.4478602345151,-26.8010058717765,-26.0543304953442,-15.3812534994997,-16.1363554984085,-20.5564623599085,-22.3379984443101,-9.56800177545237,-21.3169982613543
"AA0314",NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92296510329624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","125","100","70","100","dd","dd","mm","dd","mm","dd",14,0.3,"14/09/17",28,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",5,9,4,6,7,15,16,12,9.25,0.1,7708333.33333333,8,"DyM",13.68,66.99,FALSE,26,FALSE,NA,NA,NA,45,83,86,83.2,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,17,0,0,NA,NA,NA,NA,-27.9558093204524,-22.3498067383793,-23.3623833252734,-24.3324532546788,-17.0819122884713,-26.4890377840822,-21.3652557833584,-19.3370887252098,-13.9247301816368,-23.2566058901929,-12.8303027626657,-13.076132477419,-14.3460557426283,-24.2245226090877,-26.4492588080519,-14.0101771710154,-14.7209270765659,-24.2674478382703,-25.9965139692454,-7.92296510329624,-16.9106147435109
"AA0316",NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91020135896827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",14.1161,52.7914,2017,NA,"m","m","m","m","m","m","m","94","100","100/125","120","70","100","dd","dd","dm","mm","mm","dd",13,0.631578947,"14/09/17",0.02,0,NA,NA,0,0,"Croustillier 17, 16259 oderage","adult",NA,NA,TRUE,0,5,"Alice","March2018",13,14,9,7,6,6,8,12,9.375,1,302419.35483871,8,"mus",10.59,69.08,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,62.84,"13-09-17",NA,NA,NA,6191,30.06,NA,NA,NA,0,6,0,0,NA,NA,NA,NA,-28.3865555408579,-24.2739139422191,-29.954326104104,-25.2120964845519,-26.5626697112331,-25.0878122628034,-22.1989023796412,-25.9980313317272,-15.0088268511075,-27.9722702930135,-25.5144592861327,-22.6831273629613,-24.4820544889054,-29.5037236535429,-25.0774821297657,-27.2041005126758,-15.8866770404492,-24.973312885311,-27.4674677953778,-9.91020135896827,-24.7489631636446
"AA0317",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1280592930949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","100/125","100","70/100","80/100","dd","dd","dm","dd","dm","dm",14,0.25,"14/09/17",0.03,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",1,3,1,0,0,0,0,1,0.75,0.1,153061.224489796,8,"DyM",17.55,82.54,FALSE,0.0263,FALSE,NA,NA,NA,0.1048,0.1097,0.1111,84.4,"13-09-17",NA,NA,NA,128,35.78,NA,NA,NA,0,18,0,0,NA,NA,NA,NA,-23.1194076279737,-23.7046003128266,-29.771857355728,-23.4760206777288,-19.6510328800806,-25.1945083581171,-23.3484370767181,-22.1165602074751,-16.8514857224684,-23.5150703485469,-18.7032990192821,-19.6859118675736,-18.261563099983,-24.7456744941614,-26.1934398037257,-22.6126440085539,-18.8677420696161,-24.5040474905038,-26.7573183139556,-12.1280592930949,-22.1039319591007
"AA0319",NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6632141654651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",13.8103,51.8978,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd",13,0.08,"14/09/17",0.02,9,NA,NA,0,0,"dubener hauptstrasse 24","adult",0,0,TRUE,0,0,"Alice","March2018",24,45,26,22,22,19,32,17,25.875,0.1,3080357.14285714,8,"DyM",14.2,73.41,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,74.28,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-25.2526916425805,-24.2739139422191,-29.954326104104,-24.2870749197858,-20.73183208992,-29.934069518899,-25.1515820880966,-24.6185582412592,-18.3587516166778,-27.7179109160663,-18.7849165779924,-21.4765564655751,-20.7829461463269,-29.5037236535429,-27.5820791245773,-23.4390861947441,-21.5486182276271,-28.001134540637,-27.8290674390779,-12.6632141654651,-23.2380539517333
"AA0320",NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.845703877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8103,51.8978,2017,"d","m","d","d","d","d","d","d","94",NA,"100","100","100","100","dd",NA,"dd","dd","dd","dd",13,0.055555556,"14/09/17",0.0509,0,NA,NA,0,0,"dubener hauptstrasse 24","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.37,79.23,FALSE,0.0237,FALSE,NA,NA,NA,0.1369,0.0702,0.0702,84.3,"13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-14.4858310944993,-21.9787597938203,-26.9284128197701,-19.0624186387628,-10.4752444265631,-21.8752900300988,-20.099203473222,-10.6586575722655,-10.380638246239,-15.3111953558547,-8.86974066071704,-9.12613035408777,-9.778260891393,-26.1059940980567,-25.1128072232138,-10.5949892763155,-11.361623191202,-19.8222631964874,-21.0631535990983,-4.845703877729,-17.2909425478347
"AA0323",NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24747023462665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",13.4622,53.1119,2017,"m",NA,"mm",NA,"mm","dd","mm","mm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",12,0.826086957,"15/09/17",0.0137,0,NA,NA,0,0,"Dorretenhof Gut Doretenhof 2/3","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.1,69.25,FALSE,NA,FALSE,NA,0.0016,1,NA,NA,NA,60.8,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-18.7436574940152,-21.447746243586,-22.8224837250673,-18.9860435208556,-9.41883880086658,-20.8421826276136,-21.4105065075544,-10.2824346455284,-9.62526176926498,-14.572266752526,-8.03050696096687,-8.05771767597503,-8.86785678036363,-24.1331500076301,-22.6929438860486,-9.08801698813684,-10.8070368762505,-20.4668060357805,-20.2170488375678,-4.24747023462665,-17.3135763414996
"AA0329",NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29443243586453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,1,"15/09/17",0.0206,0,NA,NA,0,0,"Haus am See 23 Briesensee",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.09,80.24,FALSE,0.0178,FALSE,NA,NA,NA,0.0869,0.0603,0.0618,80.38,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-15.3442019018518,-20.2478931004288,-25.9708773084858,-17.0321909141769,-11.2131867943917,-21.1936915871389,-19.450379963625,-11.3357178078122,-10.8963645313661,-16.5297563561614,-9.15723501913386,-9.5469585704679,-10.2763493715435,-23.1270644724719,-28.3163561289977,-10.121998910751,-11.5429269629242,-19.3623037516957,-21.1411131778355,-5.29443243586453,-13.5897530990745
"AA0330",NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1627588670609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.9906,52.5692,2017,"d",NA,"m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,"15/09/17",0.0206,0,NA,NA,0,0,"Alt-Ruhlsdorf strasse 14 15344 Straussberg",NA,NA,NA,TRUE,0,0,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,1,0,8,"mus",15.75,82.68,FALSE,0.0185,FALSE,NA,NA,NA,0.1134,62,0.0641,77.85,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA,NA,-25.4839920159431,-22.1662927032276,-26.6789983297101,-21.1449061046432,-21.7534637237187,-24.3041860783015,-21.2675683414283,-23.1008942305689,-17.9213688479868,-27.6124366704675,-18.3742365064122,-20.5037831889776,-20.4353825456297,-23.1382124169083,-28.5023767175349,-17.5808024961276,-19.7931645179907,-21.9031899410731,-21.5084026336148,-12.1627588670609,-16.6658072867457
"AA0331",NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26318724942669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.956521739,"15/09/17",36,0,NA,NA,1,0,"TEMP1",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.77,80.89,FALSE,NA,FALSE,NA,6,45,NA,NA,NA,75.87,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,12,214,0,0,NA,NA,NA,NA,-17.8217344342213,-23.7819062013177,-23.2512586183558,-18.0596918825139,-11.7128840298807,-24.8707965427097,-20.5148718818765,-11.7307260342359,-11.7652695166381,-17.0753875626881,-10.1426769353644,-10.3636478932087,-11.8194198706795,-25.6391883399725,-23.2626986972544,-11.0185004355731,-12.3992574786085,-21.7348717270079,-19.8937907056379,-6.26318724942669,-17.4030907998991
"AA0332",NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.268968685133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","dm","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.956521739,"15/09/17",0.0306,0,NA,NA,0,0,"TEMP1","post partum (lactating)",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.89,82.56,FALSE,NA,FALSE,NA,0.0041,0.0032,NA,NA,NA,76.29,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,7,6,0,0,NA,NA,NA,NA,-27.1098629158633,-24.0734642919918,-23.391666486337,-20.9655097961901,-21.1825816164947,-29.9860272914978,-17.7485256524181,-20.2504075739797,-17.6029108832206,-22.0322283475835,-14.5960079115807,-22.2336096450089,-17.5288085101324,-26.805957631576,-25.3309777736884,-17.8815859791531,-19.7221858270752,-21.0853023508069,-22.6776768515666,-12.268968685133,-14.6522314820857
"AA0334",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00971949123449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.947368421,"15/09/17",0.0209,0,NA,NA,0,0,"Hauptstrasse 58 15345 Harnedorf",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.16,73.26,FALSE,0.0173,FALSE,NA,NA,NA,0.1107,0.0718,0.0748,68.44,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-15.8972522353349,-27.2568356058046,-25.7986116314113,-19.4797167681704,-12.4165725607685,-26.3629903660891,-26.8885674235655,-12.8479278573571,-12.7134646825721,-18.2074866277878,-10.8210423151147,-11.1930279440866,-11.7358116631918,-27.8316473883903,-26.2062618595293,-12.0336868836697,-13.3860767896452,-21.5995050717935,-20.8013123382664,-7.00971949123449,-18.3194895372638
"AA0336",NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72519108344368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.944444444,"15/09/17",0.0103,0,NA,NA,0,2,"TEMP1","young",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",5.26,55.3,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,53.09,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,0,NA,NA,NA,NA,-16.9331717625098,-21.5427941893594,-22.5045703531403,-16.4632996048029,-12.2449852231262,-26.6097848795394,-21.6846635917446,-12.8912785594649,-11.9367450472148,-18.0776911352731,-10.2526549150259,-11.3005901502578,-11.1556503781119,-23.0279656827427,-27.186163139237,-10.8802564288666,-12.8180132923254,-18.6540315215428,-19.3687015197563,-6.72519108344368,-13.9865853313555
"AA0338",NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2458619151774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field",NA,NA,"M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",14,0.15,"15/09/17",0.0371,0,NA,NA,0,0,"Spreehagenstr. 1 15754 Heidesee",NA,NA,NA,TRUE,0,0,"Alice","March2018",1,0,1,0,2,1,5,2,1.5,0.1,2e+05,8,"DyM",17.49,82.87,FALSE,0.0257,FALSE,NA,NA,NA,148,0.0827,0.0852,90.18,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,-19.6841166404957,-21.5807958152806,-24.7772714665603,-18.9082619630451,-9.8947698353962,-22.0761689413062,-20.6802317467314,-11.0193889135138,-9.45805147472807,-14.7595038681391,-7.79407323115393,-7.96073514813417,-8.74122428263406,-24.3980815146628,-26.8893870487123,-9.01022885966524,-10.1771857390661,-21.7666965966788,-23.3282208813006,-4.2458619151774,-16.8604126655065
